m/z (positive mode),RT,R1a_0.5h,R1b_0.5h,R1c_0.5h,R2a_0.5h,R2b_0.5h,R2c_0.5h,R3a_0.5h,R3b_0.5h,R3c_0.5h,R1a_4h,R1b_4h,R1c_4h,R2a_4h,R2b_4h,R2c_4h,R3a_4h,R3b_4h,R3c_4h,R1a_24h,R1b_24h,R1c_24h,R2a_24h,R2b_24h,R2c_24h,R3a_24h,R3b_24h,R3c_24h,R1a_48h,R1b_48h,R1c_48h,R2a_48h,R2b_48h,R2c_48h,R3a_48h,R3b_48h,R3c_48h,A1a_0.5h,A1b_0.5h,A1c_0.5h,A2a_0.5h,A2b_0.5h,A2c_0.5h,A3a_0.5h,A3b_0.5h,A3c_0.5h,A1a_4h,A1b_4h,A1c_4h,A2a_4h,A2b_4h,A2c_4h,A3a_4h,A3b_4h,A3c_4h,A1a_24h,A1b_24h,A1c_24h,A2a_24h,A2b_24h,A2c_24h,A3a_24h,A3b_24h,A3c_24h,A1a_48h,A1b_48h,A1c_48h,A2a_48h,A2b_48h,A2c_48h,A3a_48h,A3b_48h,A3c_48h
113.0841,23.63,1707697.286,1605905.857,1656161.286,494488.4643,512336.8929,520976.1429,1173680.5,1266733,1272909.571,2502143.75,2507392.75,2570358.25,2568914.75,2611551,2689767.75,1367157.625,1452787.25,1441573.5,1531083.625,1555051.5,1636322.875,1169103.375,1171431.875,1213997,1815696.75,1800046.75,1851873.375,1045607.75,1081625.875,1129592,543856.125,593103.4375,581813.1875,2008132.75,1962871.125,1978371.75,200523.9643,201135.1071,206719.7679,546442.3571,567030.75,559489.75,203092.9821,204512.5179,207953.2679,649805.9375,648916.25,667148.125,1233295.375,1183282.5,1240714.875,1393998.5,1484393.25,1498226.25,978853.75,972362.25,991367.6875,316109.5938,332302.3125,332595.0938,786667.9375,797080.6875,801541.5625,901995.75,919721.8125,927423.125,355080.8438,364634.7813,379422.3438,645310.875,671848.4375,672439.75
113.0841,74.37,2838405.143,2908060.571,3072993.143,65695.42857,73980.57143,507925.5714,2422951.143,2476587.143,2999291.429,4714697,4673416,4884957,485848,4416598.5,4532629.5,1732329.25,2127397.5,2093711.875,1495014.25,1593539.625,1704644.75,889526.5,908323,937322.875,1873260.5,1631564.875,1900333.375,1005642.313,960010.25,1086498.25,157577.8281,195804.6563,157974.9219,3244452,2670063.5,2741869,115347.0714,135903.3304,158696,739929.6429,801172.7143,743690.9286,148734.0536,143843.2768,152993.25,548554.0625,516585.7813,626575.125,1906164.125,1738944.5,1734675.375,2360710.5,2377639.25,2454047.5,603673.625,643259.25,708372.4375,48621.07031,56466.19141,64286.73438,635979.6875,699199.8125,666085.8125,110847,772017.1875,851499,108433.9922,105957.6641,101499.0078,294016.125,286994.6875,355858.7813
113.0841,31.91,1501723.714,2000245.571,2065563.286,20970.28571,309329.4643,289116.4107,1858565.571,2084358.286,1459594.286,3673985.5,2969802,3114045,3382614,3438512,3501494,1487184,92258,1758319.25,1221311.125,1531284.5,1121797.75,766861.5625,894391.4375,924591.9375,1160887.25,1173669.25,1145030.625,500016.0313,889809.125,947496,145657.625,12871,13201,1653268.625,1955413.875,2185074,8606.857143,9604.571429,9189.714286,546986.2857,516482.2857,570615.0357,9034.285714,9849.142857,9692.571429,390771.6875,28958,325811.125,855520.4375,1055750,1423952.375,1613948.625,1910505.875,1727721.875,488890.8125,597256.125,541477.25,45789.91797,56101.99609,39418.99219,566119.25,495890.5,39503,604754.125,584734,557305.6875,133584.6406,134669.9063,112295.3203,281767.8125,23542,218976.9219
113.99337,21.22,0,0,0,0,0,0,664090.2857,658455.4286,666206.2857,696241,0,712243,862648,883688,853042,0,0,0,0,0,0,1306028,1358070,1362488,1304415,1302132,1313002,600699,1181755,626652,1056755,1051888,1102056,0,0,0,0,0,0,572174.2857,554863.4286,574740,584209.1429,580397.1429,591264.5714,0,0,0,0,0,0,755388,739759,699669,0,0,0,0,0,0,0,0,0,0,610096,631926,719568,693183,701022,0,0,0
114.03157,383.48,164.5714286,152.5714286,132,0,0,0,0,0,140,301,395,378,209,216,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,221,236,0,0,0,0,81.71428571,0,0,0,0,364,252,198,2324.483887,1380.592041,1512.621582,2780.331787,2157.306396,2325.503418,0,128,170,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0
114.95642,21.18,254.8571429,1024.591657,264,0,0,0,226.8571429,252.5714286,280.5714286,2461.015381,2448.726074,2865.035889,318,335,492,0,0,0,368,0,325,2047.023071,2316.133301,2614.310303,4297.380371,3700.903809,3227.309814,1653.743774,2138.604492,2220.968262,228,421,326,0,222,330,210.2857143,362.146589,189.1428571,1576.774554,1901.077148,1919.373605,279.4285714,1249.417969,1446.946987,2951.829102,2396.582764,1902.683105,2283.712402,2227.412109,2073.842285,200,201,255,335,443,333,2054.873047,2362.958252,1804.368286,2467.536865,2079.295166,2136.494141,1883.891357,1867.941162,1847.699585,2299.388672,2519.813232,2313.892334,4249.847168,4162.435547,5839.600586
116.08372,235.03,94416.23214,93102.875,99508.08929,3339.428571,40671.15179,42225.90179,103595.5089,114805.6339,138622.7857,376988.125,386200.2188,400030.5938,137782.625,148904.4219,153050.9844,119323.3984,158222.5469,122626.1641,73364.07031,67814.20313,84710.05469,16296.79492,1095,1447,28869.83203,21072.66016,31482.87109,186979.5,158643.7344,173180.0469,4670.893066,8674.033203,6709.022461,150542.5156,139301.8281,146470.7813,256,377.1428571,480,1740,1957.142857,2146.285714,539.4285714,828.5714286,610.2857143,707,878,945,0,1969,1987,2219,1883,1963,658,568,703,0,0,0,415,648,0,888,836,912,112,0,182,292,0,0
116.09429,23.32,21529.62723,23682.65179,25510.09821,9414.285714,2026.285714,1806.285714,11157.71429,10541.71429,12291.42857,33404.30078,40449.98047,38727.57422,40146.39844,42572.70313,38508.80859,80021.5625,93996.67969,88745.77344,24346.36914,22370.96094,27077.85352,32684.72852,32536.49609,32651.8125,39843.46094,36748.83203,37100,30996.18164,23248.82422,28013.66992,31974.08008,25615.14063,32969.95313,64463.69531,66268.79688,65001.82031,15362.28571,15768.57143,15556,5350.175781,1796.571429,2449.714286,17016.57143,17351.42857,17749.14286,1416,23772,23769,6387.96582,26332,6055,27750,27445,26067,28799.75977,29148.27539,30102.90625,6414,6396,6570,17947,17704,18041,17924.41992,15520.50684,20685.33789,3531,14386,4405,17134,15596,15880
118.04182,459.25,2803.655413,2846.763393,2918.63365,272.5714286,260,184,1520.566267,533.7142857,1446.632813,4207.056641,3763.949219,3846.500488,3711.741943,4611.839355,4648.150391,594,2094.070557,1480.669067,2079.587646,447,2345.081543,2000.645142,2279.086426,2091.773682,1293.072388,442,463,2218.084961,2080.896973,2026.892334,272,474,381,5058.800781,4047.67749,5311.031738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
120.05738,534.27,2735.873884,2313.354911,2987.967634,1222.56822,1507.251674,1307.520787,2802.689174,2337.145787,3132.174107,3702.949951,4022.240234,3671.05127,4698.226563,4523.704102,5538.529785,2890.662354,3929.61377,4138.47168,447,453,1580.335938,1529.006836,490,393,250,334,262,1182.547485,473,484,246,361,358,1508.874878,1313.39917,1156.731445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.10024,54.78,201.7142857,276,260,0,0,0,166.8571429,116.5714286,178.2857143,448,0,427,319,0,0,221,119,213,0,171,372,163,150,96,325,404,289,364,341,348,0,0,0,2734.0896,489,1466.678833,0,0,0,0,189.1428571,163.4285714,0,98.85714286,0,263,309,389,1557.415161,2152.273682,1955.731934,4248.654297,3689.231445,4063.900635,0,0,0,0,0,0,303,193,156,249,300,201,0,0,77,112,231,142
125.96004,21.35,346.8571429,256.5714286,561.3901716,0,0,0,160.5714286,0,207.4285714,1855.7854,1903.470947,1716.52478,349,246,332,0,0,0,340,424,223,405,438,373,2237.883545,1438.145996,2482.656006,280,321,405,0,263,0,221,256,0,144,181.1428571,129.1428571,1229.31529,1240.969727,1392.880859,195.4285714,153.7142857,177.7142857,1601.618286,440,567,1498.218262,485,418,0,0,0,640,563,554,554,532,418,1447.397827,1938.092041,1904.606201,380,487,445,1633.636475,1602.086792,1510.669189,3099.924561,3708.584229,3945.587158
126.10444,847.85,2879.247768,2764.770368,2767.022042,116,234.8571429,154.8571429,142.8571429,115.4285714,162.8571429,3075.489502,2772.843262,2812.051758,4029.588135,3562.309814,3760.811279,417,1572.209351,326,437,489,344,1061.532715,463,470,2465.002686,1664.520752,2537.845459,3362.923828,2572.431396,2621.95459,351,1749.736938,518,7311.924805,2612.273193,7553.072266,1103.995047,1581.814593,1773.578544,241.1428571,815.5457589,218.2857143,132,157.1428571,200,3862.388672,2614.595703,4013.535645,5735.219238,4671.29541,1871.04248,2966.328857,3511.457764,3800.068359,5491.55957,5041.921875,7184.347168,3789.787109,3227.143555,3735.112061,2178.908691,6397.987305,7310.302246,6453.864746,3126.593506,7107.783203,213,112,170,2569.439453,2233.453369,3166.792725
128.04713,717.21,23923.07366,37565.70982,416,68,97.71428571,82.28571429,140.5714286,124,124,18472.55469,546,819,489,18687.61914,486,156,188,138,272,272,272,0,279,334,29678.12109,25797.7207,33699.40625,337,254,297,188,135,0,675,71593.625,792,131.4285714,122.2857143,148,36225.89955,33327.42411,26245.87054,121.7142857,0,0,370,371,383,115548.3281,97726.77344,79787.1875,113363.4531,77524.85156,108752.1172,586,39058.79297,69115.6875,325,408,386,403,460,473,93062.89063,89692.78125,601,164,172,0,377,29660.58984,498
129.07903,503.63,220,212,166.8571429,73.14285714,72,0,143.4285714,147.4285714,201.1428571,384,266,387,270,289,370,127,127,206,151,113,0,112,113,168,159,0,0,134,180,0,0,0,0,209,273,173,2591.773717,2392.208147,3437.494141,7196.165179,7469.138393,7925.861607,1985.845006,2096.45466,2124.437919,10481.49414,10316.84961,12595.08887,13356.21777,10976.76074,10855.40137,9988.457031,10173.11621,2887,3481,3905,15709.2334,211,327,267,6659.426758,8184.737305,5835.057129,14482.09961,17623.08789,18547.41602,374,1658.344971,407,582,2131.375,2452.141846
130.09935,238.47,291172.3929,284567.4464,311735.0714,155433.9286,180301.6429,151880.8036,569436.5,609486.8571,697153.2143,1677142.5,1671911,1756870.75,445167,457901.5625,468573.7813,545571.4375,629369.75,555790.1875,313850.125,283599.4063,363018.0938,47812.53516,42008.33594,48244.18359,101487.9297,87303.14844,115756.5469,810965.5625,712877.0625,775533.5,17708.9043,20527.43945,19249.30859,562731.4375,507097.3438,515290.4688,3579.12779,265.7142857,373.1428571,26459.34152,2361.142857,27533.60045,1000.571429,12593.51786,14797.90625,8439.918945,9056.461914,794,35529.74609,32346.49023,32832.33203,4162,115339.2813,118472.1328,471,470,454,0,0,0,7992.633789,8332.807617,8693.341797,673,8526.088867,11590.11523,0,0,0,329,429,578
130.09943,31.75,2036,1948,2070.285714,660,629.1428571,674.8571429,130838.9554,3138.285714,126836.8839,462340.8125,419518.6563,440223.375,3669,4049,3524,2781,3186,3167,2558,2784,2954,694,846,890,1176,1307,1226,2710,143174.5938,147805.2344,332,307,236,3100,3352,3721,0,0,95.42857143,294.8571429,312,327.4285714,188,217.1428571,0,0,0,0,402,509,382,647,560,0,139,145,0,0,0,0,0,178,319,192,0,0,0,0,0,0,193,218
131.09456,22.05,893.1428571,1150.285714,1030.285714,1124.571429,981.7142857,1164.571429,1584,1618.285714,1490.857143,5017,4668,4495,1775,1594,1573,2727,2233,2257,2189,2431,2455,893,810,1071,1267,1509,1378,3977,4004,4119,1143,1153,1183,2066,2137,1956,259.4285714,180,192,0,965.3632115,224.5714286,0,214.2857143,0,385,442,389,391,371,0,410,3021.734375,449,1995.621704,2035.861694,687,384,1676.093506,497,436,1623.701782,428,2576.928467,2556.463135,711,577,1862.48645,617,1793.274048,563,685
133.8754,22.15,35.42857143,162.2857143,226.8571429,1128,1051.428571,1121.714286,65.71428571,80.57142857,117.1428571,0,0,0,65,0,65,0,0,0,2906,2893,3790,135,54,101,0,0,0,0,0,0,0,59,0,0,0,0,444,456.5714286,497.1428571,474.2857143,560.5714286,452.5714286,0,0,0,0,0,0,0,0,0,0,0,0,3749,3774,4037,0,106,108,0,0,0,0,0,0,461,518,414,529,606,449
134.022,30.1,0,0,0,40.57142857,0,0,0,0,0,1698,1464,1697,0,66,80,86,0,121,2211,2133,1693,646,598,718,736,545,699,0,0,0,145,139,121,111,161,114,0,0,0,0,0,0,0,77.14285714,77.71428571,84,75,141,82,0,0,165,79,0,212,232,235,0,0,129,0,0,0,1360,1221,1395,153,157,0,0,0,0
140.95113,24.54,274.2857143,4833.112165,5241.205357,177.1428571,145.1428571,150.2857143,159.4285714,202.8571429,172,296,1957.512451,1576.573364,470,398,337,307,317,203,2984.892822,2854.64917,2904.155029,425,442,4243.0625,422,433,392,440,499,486,0,241,211,413,387,2182.053223,220,788.3974609,975.7294922,3504.59375,280.5714286,2807.9149,164.5714286,0,115.4285714,448,328,319,441,342,382,315,466,373,3098.922363,3415.571045,3336.445068,2501.220215,1978.937744,2592.89624,365,344,475,1855.639282,2551.031982,2119.60498,2337.18042,2484.949219,441,2595.729004,3951.803955,3142.969971
142.02648,310.02,245.1428571,262.2857143,872.8959961,0,0,0,132,149.7142857,144,217,486,372,303,377,413,0,0,133,152,0,0,0,0,0,0,0,0,0,123,250,0,0,0,341,238,246,86.28571429,0,0,1150.127441,1112.820522,1208.422294,126.2857143,170.2857143,128,198,196,224,2519.296387,1851.550659,1914.064209,2449.359375,2851.297119,2643.730225,308,371,404,0,0,0,398,365,432,119,99,224,0,0,0,0,0,0
142.02668,22.12,185.1428571,136,209.1428571,123.4285714,157.7142857,79.42857143,0,190.8571429,161.7142857,0,342,309,0,269,316,205,294,270,438,0,415,348,289,322,0,226,243,340,296,241,236,0,0,218,243,187,1839.630999,1706.927874,1750.951172,3914.891183,4270.809152,3904.796038,3690.154018,3432.93192,3153.452009,304,343,211,301,346,432,397,305,0,2586.106934,2709.887939,495,0,0,219,2485.114746,2169.674072,2373.229248,1526.720215,389,1732.751099,375,353,361,370,263,375
143.13097,21.34,1117.224121,944.0602679,1130.170898,131.4285714,141.7142857,130.8571429,231.4285714,249.7142857,184,497,479,2288.773682,1861.756104,2550.612305,496,0,291,312,2244.112549,1975.257935,1631.65918,1456.244751,1402.173218,1224.994141,458,584,386,3022.339355,3664.547607,3225.246094,490,481,974.4920654,466,1580.182129,1886.371582,181.7142857,181.1428571,181.1428571,580.0358887,284.5714286,260,162.8571429,218.8571429,188.5714286,288,360,0,407,389,411,330,401,280,489,382,0,0,414,439,305,460,395,463,358,440,315,384,416,310,477,323
143.86375,22.93,169.1428571,183.4285714,207.4285714,129.7142857,194.8571429,176.5714286,0,0,0,0,0,0,0,0,0,0,0,0,7737,6748,7237,0,82,90,0,0,0,96,0,0,0,0,0,0,0,0,458.8571429,458.2857143,402.8571429,158.2857143,137.7142857,139.4285714,0,0,0,0,0,0,0,0,0,0,0,0,9364,9805,8670,0,80,0,0,0,0,0,0,0,1778,1605,1921,2194,2514,2639
144.06871,72.83,1732.509487,2321.135463,2080.852958,0,0,134.8571429,1369.092215,1595.557757,2022.003906,2186.496582,499,459,488,2204.197998,1161.140503,216,493,298,2706.025879,1938.984985,3164.747559,468,406,493,2218.488037,3083.383545,3526.001709,4377.473633,4247.244629,4568.093262,178,115,101,7203.085938,7696.335938,5758.411133,40.57142857,0,85.71428571,898.7207031,280.5714286,1033.362374,112.5714286,84.57142857,100.5714286,189,222,0,809,1970.865112,2837.673096,4071.137695,3529.177979,3199.751465,366,350,385,0,0,0,417,2034.376709,2289.565918,197,191,220,0,0,0,207,202,289
144.0694,22.23,2882.122489,2915.474888,769.1428571,0,0,332,0,1882.387695,2299.315988,1101,4196.483887,0,624,242,2812.091553,690,0,0,5295.88623,5354.581055,5704.431641,4791.955566,5532.652344,5249.416992,10510.25879,8899.285156,10142.14551,11308.3457,11641.90137,12118.42773,1598,4339.023438,1258,10680.24121,10556.84863,9264.331055,1940.647879,0,1822.532227,2279.013532,2722.776786,2888.452009,1458.342634,387.4285714,454.8571429,4416.295898,0,0,5129.683594,4444.766113,1165,1327,4735.111328,4165.462402,5497.710938,4247.442383,1541,1075,1221,1339,1891,6502.087891,5457.555176,4005.090576,1034,1025,2728.598877,0,0,3871.627686,1424,1671
144.11504,847.62,2273.117327,1507.348493,2239.595564,104.5714286,0,0,114.2857143,127.4285714,113.1428571,2269.943848,478,498,1918.362549,2102.229492,2338.106445,230,324,311,270,197,252,277,366,323,325,283,256,2636.771973,466,487,320,493,275,449,1794.283447,1642.595947,813.7156808,272.5714286,1025.71296,128.5714286,194.8571429,141.1428571,113.7142857,0,109.7142857,2577.907715,2513.098145,2597.482666,382,368,386,497,486,2110.973145,3038.961182,4164.404785,5041.873047,2044.046387,2475.881592,2454.778809,477,2085.654053,4248.977539,2422.251465,2435.415283,2153.03125,0,111,0,464,1925.771484,2056.45874
145.86179,22.87,208.5714286,272.5714286,303.4285714,185.7142857,185.7142857,198.8571429,0,0,0,0,0,0,0,0,0,0,0,0,11671,10232,10253,0,78,0,0,0,0,175,0,126,0,0,0,0,0,0,437.7142857,570.8571429,592.5714286,157.7142857,127.4285714,188.5714286,0,0,0,0,0,0,0,0,0,0,0,0,13646,13977,12822,176,145,0,0,0,0,0,0,0,2342,2244,2544,2998,2869,3022
146.05758,22.95,1414.121233,1150.988421,1231.172712,218.8571429,196.5714286,207.4285714,289.1428571,263.4285714,233.1428571,489,2357.76001,614,1294.615967,480,426,485,406,266,435,422,2946.182617,377,366,452,466,470,483,1967.696899,2501.878662,2087.56665,241,449,429,2629.820068,2720.934082,2403.744873,1212.39202,1455.886579,1348.304688,2199.324916,1397.884766,392.5714286,1185.966518,276,1429.381278,3286.063477,3375.592773,2270.346436,3422.22998,3042.360352,3123.392334,641,3292.762939,3122.48999,3107.059082,2556.393311,2553.710205,1949.639282,486,2284.587646,687,2170.323486,739,2167.684326,2863.766357,3305.817871,2504.134277,494,1911.819336,566,551,2753.010498
146.05781,534.14,1145.390555,1277.446289,976.2843192,162.2857143,264.5714286,174.8571429,1061.202706,249.1428571,1157.16483,334,1298.962158,1850.988647,2189.208008,483,1070.766602,1283.221191,967.31604,499,199,273,265,292,241,213,228,184,0,148,252,186,209,0,0,292,313,299,0,0,0,85.14285714,94.85714286,115.4285714,0,0,0,0,0,0,0,259,0,0,340,0,134,198,164,0,0,0,0,0,143,0,0,162,0,0,0,0,146,175
146.13058,265.38,1394.51423,1245.6762,1231.526228,0,109.7142857,79.42857143,178.2857143,238.2857143,341.1428571,2094.564209,2331.47583,2138.505615,1681.827881,2017.741211,2157.913574,186,206,213,169,0,351,136,0,0,81,0,0,164,133,147,0,0,0,982.7611694,478,1429.887329,0,0,0,757.0878906,242.2857143,252,151.4285714,144.5714286,114.2857143,163,0,161,365,362,376,252,353,332,0,0,0,0,0,0,0,112,0,0,113,176,0,0,0,0,0,0
148.11112,22.2,60065.30357,56366.375,57143.77232,58138.89286,58959.65625,52282.60268,106112.0714,106068.3661,91268.57143,291957.2188,288435.625,288200.0625,107511.8125,103500.4453,105356.0938,146323.4063,135657.3906,148354.7813,141283.0313,132883.4688,133609.7031,48222.98438,42780.75781,48132.85156,61150.27734,70566.42188,56927.63672,211185.5,246621.3125,229776.9531,56633.69141,50174.60938,56352.61719,106593.3828,117929.2578,115833.6953,3700.328962,4213.116908,3807.590681,7526.248884,7712.52567,7720.530692,8603.856027,9259.351563,8282.105469,6218.585938,6920.459961,6190.893066,1767,9741.486328,10428.46387,12616.05762,2174,2356,4929.301758,4437.820801,961,531,2426.779297,710,6202.302246,5651.049805,6086.060547,6017.309082,5409.119141,1104,1011,3719.173096,1005,6315.8125,1447,1351
150.08921,618.88,734.2857143,6508.730469,6260.901786,728.5714286,7935.621652,6998.337612,13029.89844,13668.73772,7255.797991,7834.882324,6032.34082,7252.685547,9071.595703,9694.951172,8227.84668,4841.726074,5983.478516,518,372,369,449,427,1683.987427,0,228,231,375,4207.911133,364,3760.141846,306,273,0,6516.616699,531,647,29.14285714,106.2857143,178.8571429,304.5714286,2881.248326,2827.143694,216.5714286,0,252,342,288,356,459,429,480,311,0,327,280,163,352,0,138,102,271,282,272,451,2688.637939,436,220,145,141,169,110,171
150.94215,22.4,181.7142857,227.4285714,193.1428571,136.5714286,162.8571429,152.5714286,0,0,0,0,0,0,176,0,0,0,0,0,1326,5475.171387,5835.871094,321,532,350,0,113,0,0,0,173,0,0,0,314,412,319,191.4285714,0,136,237.1428571,174.2857143,252.5714286,0,0,0,150,173,163,220,172,0,267,0,232,7323.718262,7603.216797,6434.333008,394,446,650,284,393,379,209,290,297,240,360,282,569,457,448
152.12001,607.11,32530.34375,1220,1189.714286,13762.72321,15393.35938,15850.47768,1684.571429,47071.46875,2100.571429,973,1294,1178,1349,1290,1236,377,412,411,396,395,431,362,395,355,267,0,0,380,369,374,0,0,150,684,478,545,82.28571429,118.8571429,110.2857143,0,228.5714286,2148.450614,126.2857143,0,122.8571429,264,323,147,0,304,450,260,0,244,338,386,402,94,0,0,162,231,181,291,341,0,0,153,0,0,93,114
152.12016,292.4,199.4285714,0,182.2857143,0,0,54.28571429,134.2857143,85.14285714,106.8571429,216,243,0,341,254,181,0,0,187,0,204,0,0,0,0,0,94,216,383,169,0,0,0,0,166,285,265,54.85714286,0,85.71428571,2199.075753,289.7142857,1145.746233,108,0,101.1428571,227,312,296,3113.318359,2431.671875,1849.197632,2477.708496,2432.525146,4041.391602,0,0,327,0,0,0,0,97,178,205,243,309,0,0,0,0,127,0
153.933,24.1,1194.285714,1044,1062.857143,949.7142857,1068,1074.285714,61.71428571,76,88.57142857,198,131,220,105,120,163,0,0,0,5219,7406,8053,435,478,445,0,157,125,445,483,516,202,168,147,0,0,0,1036.571429,1360.571429,1344,847.4285714,935.4285714,849.1428571,132,118.8571429,113.7142857,168,101,109,179,77,94,146,123,0,8403,8084,8996,397,524,461,221,140,157,273,331,257,3160,3942,3384,4224,4339,5276
154.08555,23.1,0,0,481.7142857,224.5714286,265.1428571,250.2857143,426.8571429,189.1428571,194.2857143,3699.651855,3010.542969,1374.722046,1005,533,478,2507.006104,436,536,0,2259.703613,2262.668701,605,450,536,2347.345947,621,2060.504883,638,3281.303467,3678.787842,1943.780151,685,668,0,3349.533936,815,2736.90904,2296.41755,3211.19615,2712.779576,2328.745675,2485.520647,2532.195592,470.8571429,2232.013811,8083.310059,6998.30957,8324.296875,1420,1268,7373.753906,1367,6278.120605,1456,3914.989746,4156.797363,945,6667.304199,6890.978516,7476.859375,12587.59473,12677.78613,5022.899902,5374.380371,5195.756348,6052.875488,4664.69043,5376.485352,5384.254883,5213.392578,5349.036133,6851.325195
154.94049,24.35,196,288.5714286,196.5714286,193.7142857,210.2857143,332.5714286,0,0,0,0,0,0,0,0,0,0,0,0,1583,1594,1579,69,0,158,0,0,0,123,110,176,0,0,0,0,0,0,194.2857143,285.1428571,316.5714286,165.7142857,189.7142857,246.8571429,0,0,0,0,0,0,0,0,0,0,0,0,1671,1516,1798,0,0,159,0,0,0,0,0,0,759,704,601,760,931,850
156.04215,383.65,33743.41518,2162.285714,35242.25,1239.044224,1460.067941,1352.84096,4328.428013,4837.90067,5030.174665,51828.08984,13304.93945,54006.83984,12666.98438,48840.22656,51758.74219,5019.26123,6277.29834,5535.623047,2088.437988,2819.465332,3634.992676,1740.310425,1732.496704,418,2038.784424,403,2469.891602,7091.464355,6395.54541,6623.34375,325,1357.350098,428,10358.78418,10230.97656,9675.825195,202.2857143,213.7142857,237.1428571,1509.948382,1537.415318,1163.905343,225.7142857,1330.013532,229.1428571,13326.12207,11292.32227,12307.45996,30873.37305,24952.4707,24793.0957,32558.45117,31511.58008,32460.125,4728.605469,6686.151855,7339.509766,161,201,233,7605.820801,34622.67188,7943.373535,1689.939697,1782.079712,456,249,315,296,316,453,2072.537842
156.12622,215.66,1626.582589,1450.36635,1570.571289,81.71428571,0,0,276,1004.526855,1117.696638,3587.20874,3598.220215,3381.825195,1500.721436,2070.121338,1706.436768,276,351,305,264,289,301,148,109,0,162,121,0,297,320,440,0,0,0,1727.488159,480,436,0,0,0,208.5714286,194.8571429,0,101.1428571,49.71428571,113.1428571,0,70,0,0,197,206,297,325,274,0,0,190,0,0,0,0,0,0,142,101,144,0,0,0,0,0,0
158.05785,246.51,10060.42969,10561.98214,10704.12835,1700.558315,2463.829241,3211.469587,6065.120536,6787.03404,9930.575893,45425.98438,40851.69141,46938.23438,20474.6875,23017.38867,4021,1946,11135.97949,10848.05176,6356.773438,5769.199219,7141.913574,399,348,290,2126.769775,494,3395.676514,19595.56641,18656.76758,20441.38281,295,386,415,3349,13847.50098,14399.86426,0,72,133.7142857,232,240,240.5714286,81.14285714,69.71428571,79.42857143,6653.087402,6363.423828,8269.294922,14103.72656,12802.94727,14411.62988,11221.06836,12996.16797,13454.67871,284,341,358,0,0,0,315,330,333,273,294,333,189,0,0,188,0,147
160.08869,539.12,1371.936244,1304.919922,1665.800084,109.1428571,118.2857143,161.7142857,229.1428571,224.5714286,805.5010463,488,2697.533447,2378.588135,433,1577.319458,1551.161621,165,0,249,198,208,261,224,160,197,289,235,736.9365845,164,0,94,0,0,0,2625.483154,2881.175537,2487.353027,125.1428571,112.5714286,155.4285714,3179.842076,3094.508092,2792.763672,157.1428571,193.1428571,203.4285714,1714.056152,2234.491211,417,4923.769531,4428.236816,4083.258301,5478.414551,7222.625488,5624.716797,1961.52832,2885.717285,3161.896973,221,0,0,1964.321167,2304.003174,2253.366455,2901.938965,2715.525879,863,0,238,169,408,426,390
160.10914,22.34,3270.968192,2795.15346,3196.145368,1526.482143,1742.031808,276,0,1009.116629,350.2857143,7141.766113,6475.078613,5426.790039,6960.927734,6111.021484,6021.579102,4430.935547,5038.625488,4514.352051,5704.354004,5533.530273,5629.450195,3262.97583,2415.452881,3283.230225,2570.364502,1528,662,6330.281738,6442.714844,6513.140137,3560.753662,3135.492188,3232.452881,5458.079102,5242.43457,4564.711914,2727.75,2962.041853,2798.71317,3496.553571,3641.508371,4260.30385,1851.261579,2025.575753,0,4594.469727,4849.70459,1039,2922.885986,4546.442383,5260.476074,427,696,1919.299805,3500.131836,915,1017,0,1014,660,0,0,0,0,3876.490723,896,556,2401.297852,708,0,1647,1499
160.19538,21.04,0,294.8571429,318.2857143,204,0,315.4285714,1216.749442,425.7142857,411.4285714,1637.044189,1504.236084,648,662,0,660,458,0,458,759,682,641,3754.062744,3705.155762,3601.762939,4646.548828,1702,4880.078613,0,0,425,2074.796875,2625.807861,1079,1494,1540,1425,1215.930943,391.4285714,1151.682896,1674.811663,1724.080776,610.8571429,2316.578404,2433.752511,2599.871094,2656.005859,1086,958,2351.125,2195.172119,2195.125977,691,684,794,5122.97998,6138.184082,4142.166504,7270.01123,7060.091797,7042.473145,1750,4809.135254,3748.846436,2780.630615,966,1001,0,0,0,231,271,0
162.03145,91.02,2097.142857,17917.78906,2096.571429,0,87.42857143,154.2857143,956.5714286,672.5714286,1152.571429,28860.62109,28017.71875,4415,23223.95508,2771,3211,511,723,8745.140625,0,420,524,320,253,175,283,0,359,871,964,989,112,217,180,1666,2186,2116,128.5714286,108.5714286,130.2857143,1151.428571,804,838.8571429,147.4285714,149.1428571,166.8571429,1249,1390,1010,2647,2473,2226,2510,2910,3286,469,4312.300781,843,0,0,0,374,346,459,188,190,180,0,0,0,0,0,0
